delta,ax,ay,az,mx,my,mz,gx,gy,gz,pitch,roll,yaw
0.101,0.637,-0.126,-0.620,6.000,-14.000,-41.000,-0.380,1.326,-1.070,-0.04,-2.60,3.07
0.101,0.400,-0.101,-0.808,3.000,-6.000,-47.000,-1.304,1.758,-0.936,-0.14,-2.47,-3.03
0.101,0.351,-0.494,-0.955,-2.000,0.000,-43.000,-0.772,1.478,-1.891,-0.14,-2.38,-2.79
0.101,0.074,-0.586,-1.158,-5.000,9.000,-37.000,-1.416,1.301,-1.604,-0.11,-2.23,-2.58
0.100,-0.065,-1.095,-0.973,-6.000,14.000,-37.000,-1.614,1.179,-2.552,0.04,-2.08,-2.34
0.101,-0.241,-0.818,-0.715,-7.000,16.000,-29.000,-2.249,0.724,-1.576,0.16,-1.88,-2.21
0.101,-0.379,-1.140,-0.992,-8.000,16.000,-36.000,-0.729,-2.358,-0.366,0.26,-1.77,-2.43
0.101,-0.142,-1.592,-0.257,-12.000,10.000,-33.000,-1.186,-2.585,-1.012,0.39,-1.57,-2.69
0.101,0.087,-0.840,-0.160,-22.000,0.000,-31.000,-1.239,-1.681,0.432,0.34,-1.38,-2.86
0.100,0.199,-0.831,-0.375,-26.000,-8.000,-26.000,-1.269,-1.431,1.078,0.20,-1.23,-2.97
0.091,0.338,-1.375,-0.247,-33.000,-16.000,-16.000,-3.903,-1.285,1.812,-0.00,-0.87,-2.99
0.101,0.548,-1.274,0.293,-33.000,-23.000,3.000,-4.002,-0.022,0.558,-0.04,-0.46,-2.95
0.101,0.637,-0.702,0.718,-27.000,-28.000,17.000,-3.237,0.103,0.486,-0.06,-0.12,-2.91
0.100,0.693,-0.307,0.943,-21.000,-30.000,23.000,-2.849,-0.379,0.479,-0.11,0.18,-2.87
0.101,0.727,-0.222,0.984,-12.000,-34.000,29.000,-2.651,-0.341,-0.666,-0.18,0.45,-2.92
0.101,0.762,0.484,0.903,-2.000,-33.000,28.000,-2.152,-0.225,-0.493,-0.24,0.65,-2.96
0.111,0.800,0.472,0.527,5.000,-35.000,31.000,-2.676,0.684,-0.443,-0.24,0.91,-3.05
0.091,0.817,0.361,0.330,14.000,-36.000,28.000,-3.033,0.241,-0.076,-0.25,1.17,-3.07
0.100,0.842,0.612,0.230,20.000,-39.000,24.000,-2.978,0.027,-0.360,-0.30,1.46,-3.08
0.100,0.815,0.539,0.160,25.000,-37.000,21.000,-2.252,0.321,-0.109,-0.32,1.67,-3.12
0.100,0.811,0.444,0.026,31.000,-39.000,9.000,-3.896,0.115,-0.936,-0.42,2.07,-3.09
0.100,0.848,0.235,-0.336,27.000,-45.000,0.000,-2.818,0.503,-0.935,-0.54,2.37,-3.07
0.101,0.848,0.080,-0.325,26.000,-42.000,-5.000,-1.940,-0.027,-0.746,-0.60,2.60,-2.99
0.101,0.852,0.079,-0.397,21.000,-44.000,-7.000,-0.591,0.306,-0.582,-0.67,2.69,-2.94
0.101,0.906,0.036,-0.560,20.000,-48.000,-8.000,2.264,0.109,-0.454,-0.72,2.50,-2.89
0.101,0.817,0.337,-0.606,21.000,-46.000,-3.000,3.692,0.532,-0.227,-0.79,2.11,-2.91
0.111,0.850,0.287,-0.470,22.000,-46.000,-1.000,1.861,0.330,0.007,-0.82,1.88,-2.95
0.080,0.856,0.391,-0.448,22.000,-45.000,4.000,2.608,0.079,0.193,-0.82,1.67,-2.96
0.100,0.839,0.520,-0.320,21.000,-44.000,3.000,2.497,0.124,0.163,-0.82,1.42,-2.97
0.100,0.832,0.491,-0.178,21.000,-45.000,13.000,2.441,0.034,0.127,-0.83,1.17,-2.98
0.101,0.806,0.648,0.126,14.000,-47.000,17.000,5.173,-0.163,0.573,-0.81,0.70,-2.92
0.100,0.788,0.613,0.345,10.000,-45.000,19.000,2.476,-0.076,0.320,-0.81,0.46,-2.89
0.100,0.777,0.413,0.422,7.000,-45.000,19.000,2.336,0.015,-0.019,-0.82,0.21,-2.92
0.101,0.697,0.323,0.676,0.000,-44.000,19.000,3.174,-0.132,0.074,-0.84,-0.11,-2.93
0.100,0.821,0.230,0.672,-3.000,-44.000,18.000,2.041,-0.131,-0.240,-0.85,-0.35,-2.99
0.101,0.888,0.142,0.477,-5.000,-45.000,15.000,0.653,0.510,-0.142,-0.80,-0.41,-3.00
0.100,0.766,-0.014,0.819,-12.000,-47.000,14.000,0.413,0.213,-0.428,-0.76,-0.48,-3.05
0.101,0.894,0.049,0.731,-11.000,-48.000,11.000,1.170,0.800,-0.448,-0.67,-0.59,-3.06
0.101,0.850,-0.221,0.502,-13.000,-44.000,0.000,0.128,1.448,-0.803,-0.51,-0.58,-3.05
0.101,0.844,-0.245,0.031,-11.000,-46.000,-11.000,0.809,2.321,0.157,-0.34,-0.60,-2.90
0.111,0.955,-0.109,-0.307,-12.000,-42.000,-17.000,0.387,1.005,-0.244,-0.25,-0.64,-2.86
0.101,1.029,-0.060,-0.239,-10.000,-38.000,-21.000,1.107,0.671,-0.546,-0.18,-0.76,-2.87
0.090,0.877,-0.366,0.007,-13.000,-35.000,-32.000,-0.642,0.876,-1.497,-0.05,-0.70,-2.91
0.101,0.912,-0.295,-0.246,-14.000,-31.000,-31.000,0.376,0.882,-1.560,0.10,-0.74,-2.97
0.091,0.631,-0.649,-0.268,-17.000,-24.000,-32.000,1.203,0.615,-1.842,0.24,-0.83,-3.06
0.101,0.595,-0.656,-0.341,-16.000,-22.000,-30.000,0.764,-0.474,-1.230,0.30,-0.86,3.10
0.101,0.821,-0.639,-0.375,-16.000,-20.000,-29.000,1.226,-0.112,-0.481,0.32,-0.97,3.06
0.101,0.579,-0.452,-0.453,-17.000,-17.000,-32.000,-0.305,0.078,-1.645,0.45,-0.90,2.97
0.101,0.298,-0.856,-0.303,-20.000,-14.000,-38.000,-0.879,0.283,-1.239,0.56,-0.77,2.90
0.101,0.390,-0.783,-0.390,-18.000,-12.000,-34.000,1.086,0.618,0.446,0.57,-0.92,2.99
0.100,0.307,-0.519,-0.495,-18.000,-9.000,-33.000,-0.595,0.603,-0.541,0.66,-0.87,3.01
0.101,0.100,-1.378,-0.498,-19.000,0.000,-31.000,-0.976,1.157,-2.365,0.92,-0.67,2.88
0.101,-0.042,-0.803,-0.440,-21.000,2.000,-33.000,-0.844,0.385,-1.136,1.03,-0.46,2.74
0.100,-0.180,-0.971,-0.369,-21.000,9.000,-29.000,-0.649,-0.198,-1.826,1.07,-0.04,2.36
0.101,-0.289,-0.964,-0.470,-21.000,14.000,-30.000,0.295,-0.630,-1.752,0.99,0.24,2.01
0.101,-0.414,-1.183,-0.412,-16.000,14.000,-33.000,-0.177,-1.403,-2.471,0.77,0.51,1.71
0.100,-0.425,-1.402,0.088,-17.000,14.000,-33.000,-1.631,-2.974,-1.450,0.44,0.66,1.76
0.101,-0.593,-0.946,-0.199,-20.000,10.000,-39.000,-2.263,-1.505,-1.525,0.23,0.91,1.75
0.101,-0.702,-0.906,-0.538,-25.000,12.000,-41.000,0.049,-0.899,0.136,0.19,0.90,1.83
0.100,-0.484,-0.854,-0.347,-29.000,8.000,-50.000,-0.655,-0.483,-0.087,0.16,0.97,1.87
0.101,-0.577,-1.136,-0.721,-36.000,10.000,-45.000,-0.567,-0.415,0.119,0.15,1.04,1.91
0.091,-0.407,-0.868,-0.299,-53.000,7.000,-46.000,-1.000,-2.210,-0.408,0.03,1.12,2.07
0.101,-0.340,-0.750,-0.358,-62.000,9.000,-38.000,-0.601,-1.140,-0.143,-0.02,1.20,2.17
0.101,-0.282,-0.853,-0.368,-59.000,1.000,-24.000,-0.017,-1.346,-0.213,-0.09,1.22,2.30
0.111,-0.323,-0.133,-0.517,-49.000,-3.000,-17.000,0.319,-1.358,-0.035,-0.13,1.21,2.44
0.090,-0.357,-0.749,-0.152,-41.000,-3.000,-17.000,0.124,-0.497,-0.807,-0.21,1.21,2.46
0.101,-0.509,-0.726,-0.311,-36.000,-6.000,-27.000,0.447,-0.212,-1.397,-0.33,1.17,2.43
0.101,-0.590,-0.611,-0.380,-35.000,0.000,-20.000,0.312,-0.136,-1.033,-0.42,1.14,2.41
0.101,-0.663,-0.575,-0.503,-32.000,4.000,-21.000,-0.255,-0.672,-1.666,-0.58,1.18,2.41
0.111,-0.734,-0.566,-0.436,-36.000,4.000,-22.000,-0.200,-1.126,-1.387,-0.75,1.27,2.50
0.090,-0.770,-0.320,-0.681,-31.000,5.000,-20.000,0.118,-0.850,-1.112,-0.86,1.33,2.58
0.101,-0.782,-0.361,-0.722,-30.000,8.000,-28.000,0.322,-1.133,-1.009,-0.97,1.43,2.74
0.101,-0.701,-0.403,-0.766,-27.000,10.000,-25.000,0.052,-1.677,-0.832,-1.04,1.71,3.07
0.101,-0.532,-0.260,-0.821,-29.000,2.000,-27.000,-0.848,-1.708,-0.157,-0.98,2.08,-2.89
0.100,-0.409,-0.426,-0.777,-31.000,0.000,-26.000,-1.288,-1.268,-0.092,-0.89,2.36,-2.71
0.101,-0.310,-0.667,-0.763,-34.000,-1.000,-15.000,-1.844,-0.706,0.614,-0.78,2.54,-2.73
0.101,-0.220,-0.877,-0.769,-37.000,-7.000,-9.000,-2.583,-0.842,0.934,-0.65,2.75,-2.79
0.100,-0.162,-0.968,-0.456,-40.000,-11.000,-1.000,-2.322,-0.248,1.297,-0.57,2.89,-2.95
0.091,0.003,-0.818,-0.528,-35.000,-18.000,10.000,-2.162,-0.246,1.127,-0.52,3.01,-3.06
0.101,0.175,-0.905,0.053,-28.000,-20.000,21.000,-2.851,-0.606,0.711,-0.46,-3.04,3.14
0.101,0.150,-0.877,0.194,-20.000,-22.000,23.000,-3.061,0.510,0.250,-0.52,-2.74,3.12
0.100,0.220,-0.936,0.401,-13.000,-25.000,33.000,-3.171,0.185,0.259,-0.55,-2.43,3.10
0.111,0.253,-0.987,0.677,-6.000,-28.000,29.000,-3.335,0.976,0.862,-0.69,-2.05,3.13
0.090,0.413,-0.711,0.798,9.000,-31.000,31.000,-3.027,0.551,0.646,-0.77,-1.75,-3.11
0.102,0.487,-0.188,0.873,19.000,-28.000,30.000,-3.082,-0.082,0.593,-0.83,-1.44,-3.12
0.100,0.464,0.185,0.819,31.000,-26.000,22.000,-3.411,0.062,1.034,-0.92,-1.03,-3.05
0.101,0.464,0.335,0.738,39.000,-24.000,15.000,-2.597,0.081,0.919,-0.99,-0.66,-2.93
0.100,0.362,0.768,0.491,44.000,-19.000,3.000,-2.543,0.033,1.161,-1.04,-0.24,-2.73
0.111,0.253,0.757,0.366,46.000,-17.000,-1.000,-2.343,-0.245,0.804,-1.07,0.14,-2.58
0.090,0.191,0.876,0.208,45.000,-13.000,-13.000,-2.462,-0.505,1.389,-1.08,0.59,-2.32
0.101,0.055,1.054,-0.070,42.000,-8.000,-21.000,-2.765,-0.260,1.488,-1.00,1.07,-2.08
0.101,-0.141,0.781,-0.307,34.000,-4.000,-34.000,-2.691,-0.558,1.859,-0.84,1.49,-1.90
0.101,-0.208,0.868,-0.583,24.000,-2.000,-39.000,-2.639,-0.627,1.351,-0.71,1.82,-1.82
0.101,-0.328,0.701,-0.754,13.000,1.000,-43.000,-2.825,0.332,2.008,-0.53,2.04,-1.93
0.100,-0.415,0.358,-0.799,0.000,0.000,-42.000,-2.233,-0.382,1.107,-0.41,2.27,-1.96
0.091,-0.457,0.208,-0.867,-9.000,1.000,-43.000,-1.880,0.128,1.196,-0.34,2.42,-2.05
0.100,-0.449,-0.048,-1.005,-16.000,0.000,-38.000,-1.679,0.428,0.933,-0.30,2.57,-2.16
0.101,-0.436,-0.146,-1.094,-25.000,0.000,-31.000,-2.198,1.062,0.604,-0.36,2.77,-2.27
0.101,-0.443,-0.354,-0.693,-33.000,-1.000,-27.000,-2.226,0.803,0.913,-0.39,2.95,-2.40
0.101,-0.529,-0.790,-0.471,-36.000,-2.000,-17.000,-2.736,0.063,-0.145,-0.39,-3.06,-2.39
0.101,-0.519,-0.774,-0.452,-40.000,-1.000,-15.000,-1.509,0.262,0.260,-0.41,-2.93,-2.43
0.101,-0.609,-0.944,-0.489,-41.000,0.000,-7.000,-1.297,0.581,-0.212,-0.46,-2.80,-2.40
0.101,-0.601,-0.673,-0.416,-38.000,2.000,-8.000,-0.650,0.690,-0.398,-0.50,-2.71,-2.33
0.111,-0.630,-0.501,-0.369,-43.000,4.000,-3.000,0.195,0.069,-0.886,-0.46,-2.70,-2.24
0.101,-0.753,-0.492,-0.481,-39.000,13.000,-2.000,0.602,-0.423,-1.460,-0.35,-2.72,-2.12
0.090,-0.780,-0.370,-0.615,-35.000,14.000,-5.000,1.101,-0.430,-0.862,-0.27,-2.81,-2.07
0.101,-0.698,-0.345,-0.688,-33.000,20.000,-12.000,1.190,-0.315,-0.681,-0.21,-2.92,-2.02
0.101,-0.802,-0.330,-0.644,-28.000,19.000,-16.000,0.938,-0.886,-0.793,-0.09,-3.01,-1.96
0.101,-0.747,-0.102,-0.787,-24.000,17.000,-25.000,0.598,-1.392,-0.361,0.07,-3.06,-1.95
0.101,-0.656,-0.065,-0.712,-22.000,15.000,-34.000,1.776,-2.164,-0.368,0.30,3.04,-1.91
0.101,-0.460,0.066,-0.866,-12.000,10.000,-35.000,2.264,-1.647,-0.320,0.46,2.80,-1.84
0.101,-0.352,0.284,-0.796,-1.000,4.000,-41.000,2.365,-1.650,-0.569,0.58,2.52,-1.71
0.091,-0.173,0.470,-0.748,8.000,0.000,-42.000,2.484,-1.524,-0.623,0.64,2.22,-1.55
0.101,-0.043,0.586,-0.810,16.000,-11.000,-39.000,2.400,-1.562,-0.301,0.68,1.87,-1.36
0.101,0.105,0.950,-0.716,25.000,-17.000,-36.000,1.957,-0.648,-0.727,0.62,1.63,-1.27
0.101,0.203,1.089,-0.470,29.000,-23.000,-31.000,1.907,-1.040,-1.380,0.48,1.38,-1.15
0.101,0.403,0.818,-0.166,31.000,-33.000,-24.000,1.680,-0.870,-2.088,0.25,1.20,-1.12
0.111,0.614,0.635,0.131,26.000,-40.000,-16.000,0.902,-0.658,-2.160,-0.00,1.10,-1.15
0.101,0.776,0.468,0.218,21.000,-44.000,-16.000,0.592,-0.032,-1.604,-0.16,1.04,-1.22
0.090,0.903,0.436,0.252,15.000,-45.000,-13.000,0.236,-0.152,-1.905,-0.32,1.00,-1.30
0.101,0.938,0.184,0.137,10.000,-46.000,-15.000,0.077,0.216,-1.778,-0.48,0.95,-1.43
0.111,0.905,0.058,0.055,3.000,-47.000,-16.000,0.312,0.432,-1.166,-0.57,0.85,-1.56
0.091,0.984,0.012,0.048,2.000,-43.000,-15.000,0.273,0.252,-1.466,-0.66,0.76,-1.69
0.100,0.929,-0.124,-0.133,-4.000,-42.000,-30.000,0.613,0.540,-1.834,-0.75,0.55,-1.93
0.101,0.868,-0.478,-0.088,-9.000,-41.000,-21.000,0.149,-0.393,-1.084,-0.85,0.47,-2.04
0.101,0.974,-0.297,-0.059,-12.000,-41.000,-16.000,-0.693,0.013,-1.774,-0.94,0.34,-2.31
0.101,0.771,-0.380,-0.147,-20.000,-34.000,-19.000,0.160,0.565,-1.453,-0.93,0.11,-2.58
0.101,0.595,-0.906,-0.043,-22.000,-27.000,-17.000,1.012,1.021,-1.462,-0.83,-0.14,-2.79
0.101,0.495,-0.667,-0.060,-23.000,-22.000,-24.000,-0.121,0.360,-1.838,-0.77,-0.28,-3.03
0.090,0.618,-0.906,-0.217,-24.000,-15.000,-24.000,0.264,-0.079,-0.848,-0.76,-0.36,-3.12
0.101,0.270,-0.916,-0.288,-19.000,-11.000,-28.000,1.266,0.826,-1.055,-0.65,-0.52,3.10
0.101,0.211,-1.124,-0.204,-14.000,-6.000,-31.000,0.822,0.330,-1.230,-0.56,-0.64,3.01
0.101,0.062,-0.890,-0.415,-14.000,-2.000,-35.000,0.412,0.402,-0.682,-0.49,-0.69,2.98
0.100,0.080,-0.794,-0.589,-9.000,-1.000,-35.000,1.565,0.883,-0.448,-0.40,-0.82,3.02
0.102,-0.059,-0.815,-0.656,-2.000,3.000,-33.000,1.261,0.825,0.212,-0.36,-0.91,3.11
0.101,-0.052,-0.636,-0.778,-1.000,4.000,-37.000,1.056,0.910,0.853,-0.38,-0.97,-3.03
0.101,-0.058,-0.776,-0.842,-1.000,7.000,-36.000,0.641,0.045,2.089,-0.55,-0.98,-2.89
0.101,-0.058,-0.687,-0.729,-5.000,7.000,-37.000,0.862,0.178,2.187,-0.73,-0.96,-2.71
0.101,0.043,-0.579,-0.892,-3.000,4.000,-37.000,1.099,-0.310,1.557,-0.89,-1.01,-2.62
0.101,0.131,-0.557,-0.953,0.000,0.000,-42.000,0.545,-0.453,1.244,-1.03,-1.04,-2.57
0.101,0.387,-0.344,-0.951,-2.000,-2.000,-41.000,-0.407,-1.331,0.933,-1.18,-1.19,-2.76
0.100,0.558,-0.313,-0.808,-6.000,-12.000,-38.000,-1.531,-2.041,1.218,-1.35,-1.68,2.86
0.101,0.773,-0.232,-0.594,-9.000,-21.000,-37.000,0.282,-1.558,0.856,-1.34,-2.57,1.99
0.101,0.882,-0.282,-0.289,-7.000,-31.000,-35.000,-0.741,-2.528,0.632,-1.12,-2.96,1.51
0.101,0.956,-0.110,-0.073,-9.000,-39.000,-24.000,-1.393,-2.820,-0.408,-0.84,-2.86,1.47
0.091,0.938,-0.075,-0.230,-7.000,-41.000,-19.000,-0.212,-1.213,0.357,-0.75,-2.90,1.38
0.100,0.929,-0.281,0.082,-11.000,-45.000,-6.000,-0.850,-1.210,0.263,-0.65,-2.87,1.31
0.101,0.815,-0.320,0.227,-9.000,-47.000,-9.000,0.905,-1.301,0.761,-0.54,-3.03,1.18
0.101,0.731,-0.396,0.641,-6.000,-49.000,3.000,0.248,-2.600,0.378,-0.29,-3.08,1.11
0.101,0.631,-0.117,0.441,-4.000,-47.000,13.000,1.240,-1.272,0.408,-0.16,3.07,1.07
0.111,0.679,-0.086,0.882,-8.000,-45.000,17.000,0.504,-1.125,0.892,-0.03,3.00,0.98
0.091,0.524,-0.289,0.608,-6.000,-46.000,22.000,0.196,-1.604,0.264,0.11,2.99,0.98
0.100,0.393,-0.632,1.181,-10.000,-40.000,30.000,1.670,-2.267,0.208,0.34,2.81,1.02
0.100,0.137,-0.328,1.270,-15.000,-26.000,34.000,1.045,-4.913,-1.327,0.71,2.49,1.41
0.100,-0.226,-0.606,0.434,-20.000,-19.000,21.000,2.975,-2.843,-1.395,0.77,1.90,1.84
0.102,-0.365,-0.396,0.151,-25.000,-14.000,19.000,2.800,-1.380,-0.927,0.69,1.46,2.06
0.100,-0.580,-0.874,0.074,-29.000,-7.000,14.000,2.814,-2.395,-1.432,0.47,1.05,2.30
0.100,-0.712,-0.793,-0.242,-32.000,0.000,0.000,1.905,-2.062,-1.108,0.27,0.83,2.40
0.100,-0.594,-0.927,-0.236,-35.000,4.000,1.000,1.873,-1.523,-0.132,0.16,0.63,2.50
0.102,-0.596,-0.801,-0.572,-33.000,4.000,-8.000,1.280,-1.691,-0.178,0.01,0.51,2.58
0.100,-0.555,-0.491,-0.848,-32.000,3.000,-17.000,1.829,-1.427,0.048,-0.11,0.34,2.65
0.101,-0.341,-0.610,-1.050,-27.000,1.000,-25.000,2.364,-1.229,-0.069,-0.22,0.13,2.67
0.091,-0.189,-0.311,-1.026,-22.000,-7.000,-36.000,2.347,-1.985,-0.427,-0.40,-0.07,2.64
0.101,-0.061,-0.014,-0.822,-17.000,-8.000,-40.000,1.207,-0.756,0.037,-0.50,-0.21,2.63
0.100,0.059,-0.193,-0.642,-13.000,-10.000,-36.000,0.326,-0.012,-0.277,-0.51,-0.25,2.60
0.101,-0.183,-0.300,-1.116,-15.000,-5.000,-40.000,-0.840,1.991,0.105,-0.33,-0.13,2.66
0.101,-0.318,-0.082,-0.979,-22.000,-1.000,-33.000,-1.538,0.625,-0.130,-0.27,0.03,2.66
0.101,-0.396,-0.148,-0.937,-26.000,1.000,-27.000,-1.393,0.814,0.695,-0.17,0.21,2.73
0.101,-0.417,-0.395,-0.838,-30.000,2.000,-22.000,-1.547,0.779,0.109,-0.09,0.38,2.72
0.101,-0.419,-0.633,-0.738,-30.000,-1.000,-10.000,-1.538,1.256,1.052,0.08,0.55,2.76
0.101,-0.511,-0.814,-0.760,-34.000,-5.000,-5.000,-1.772,1.443,1.658,0.29,0.73,2.81
0.101,-0.365,-0.778,-0.392,-31.000,-11.000,-1.000,-1.393,0.920,1.623,0.48,0.86,2.86
0.100,-0.279,-0.971,-0.149,-28.000,-17.000,6.000,-2.260,0.313,1.779,0.64,1.05,2.94
0.101,-0.130,-1.034,0.044,-25.000,-18.000,8.000,-2.805,1.050,1.086,0.76,1.40,2.85
0.101,0.031,-0.910,0.305,-21.000,-21.000,19.000,-3.541,1.227,1.032,0.84,1.88,2.68
0.100,0.180,-0.681,0.425,-16.000,-28.000,25.000,-3.260,1.333,1.228,0.87,2.39,2.42
0.100,0.340,-0.494,0.670,-5.000,-37.000,26.000,-2.751,1.740,1.366,0.78,2.88,2.13
0.111,0.556,-0.218,0.673,6.000,-43.000,23.000,-2.203,1.713,1.002,0.60,-3.05,1.97
0.081,0.668,-0.029,0.536,11.000,-47.000,10.000,-1.986,1.861,1.068,0.44,-2.85,1.90
0.100,0.761,0.197,0.409,20.000,-47.000,0.000,-1.685,2.026,0.435,0.23,-2.69,1.93
0.100,0.794,0.442,0.045,16.000,-48.000,-8.000,-2.613,0.614,-1.322,0.24,-2.46,2.08
0.101,0.878,-0.017,0.091,10.000,-47.000,-12.000,-0.641,2.144,-0.798,0.12,-2.43,2.29
0.100,0.922,0.162,-0.115,7.000,-45.000,-21.000,-0.670,1.799,-1.659,0.09,-2.38,2.54
0.100,0.896,-0.041,-0.233,3.000,-37.000,-25.000,0.121,1.854,-1.362,0.04,-2.41,2.77
0.100,0.869,-0.085,-0.406,1.000,-33.000,-33.000,0.534,1.684,-0.440,-0.07,-2.47,2.92
0.101,0.842,-0.117,-0.497,3.000,-28.000,-37.000,-0.001,0.967,-0.504,-0.12,-2.46,3.02
0.112,0.701,-0.145,-0.691,0.000,-24.000,-41.000,0.075,0.907,-0.388,-0.19,-2.47,3.13
0.101,0.740,-0.136,-0.623,0.000,-20.000,-43.000,0.418,0.865,-0.539,-0.24,-2.50,-3.05
0.090,0.578,-0.157,-0.739,4.000,-14.000,-40.000,0.459,1.114,-1.184,-0.27,-2.52,-2.90
0.101,0.432,-0.466,-0.906,4.000,-11.000,-43.000,0.502,1.115,-1.173,-0.30,-2.54,-2.73
0.101,0.374,-0.092,-0.965,10.000,-6.000,-38.000,1.594,0.712,-0.994,-0.32,-2.68,-2.61
0.101,0.226,-0.031,-1.019,17.000,-5.000,-37.000,0.668,0.969,-1.531,-0.34,-2.70,-2.42
0.101,0.082,-0.026,-1.069,18.000,-8.000,-38.000,0.198,1.077,-2.558,-0.32,-2.64,-2.13
0.101,0.031,-0.381,-0.937,8.000,-12.000,-46.000,-2.400,-0.901,-3.246,-0.06,-2.38,-1.92
0.101,0.109,-0.841,-0.684,-12.000,-18.000,-37.000,-5.410,-3.898,-2.885,0.37,-1.83,-2.10
0.091,0.131,-0.852,-0.568,-34.000,-19.000,-32.000,-4.772,-2.098,-1.197,0.48,-1.33,-2.30
0.101,0.005,-1.301,-0.396,-39.000,-25.000,-16.000,-1.867,-2.000,0.593,0.36,-1.07,-2.49
0.101,0.289,-1.028,0.359,-32.000,-31.000,-6.000,-2.233,-2.354,0.398,0.18,-0.79,-2.67
0.101,0.343,-0.618,0.401,-24.000,-38.000,2.000,-1.386,-2.085,1.757,-0.10,-0.64,-2.68
0.101,0.344,-0.703,0.617,-14.000,-41.000,13.000,-1.332,-1.424,2.579,-0.36,-0.46,-2.54
0.111,0.403,-0.576,0.851,-2.000,-41.000,21.000,-1.439,-0.915,3.684,-0.57,-0.10,-2.13
0.090,0.626,-0.167,0.766,15.000,-43.000,16.000,-2.589,0.028,2.667,-0.55,0.30,-1.85
0.101,0.588,0.349,0.580,29.000,-38.000,9.000,-3.658,-0.097,2.361,-0.45,0.78,-1.61
0.101,0.404,0.805,0.416,41.000,-27.000,4.000,-2.942,-0.319,2.792,-0.25,1.13,-1.41
0.101,0.232,0.903,0.284,45.000,-20.000,-3.000,-2.628,-0.467,2.444,-0.04,1.41,-1.29
0.111,-0.001,1.001,0.042,43.000,-8.000,-17.000,-2.270,-0.246,1.819,0.16,1.66,-1.25
0.101,-0.184,0.806,-0.206,38.000,-7.000,-24.000,-2.515,-0.699,2.138,0.39,1.91,-1.22
0.090,-0.358,0.816,-0.659,30.000,-1.000,-35.000,-2.171,-0.644,1.301,0.53,2.12,-1.22
0.101,-0.505,0.992,-0.398,21.000,-1.000,-43.000,-3.120,-0.611,2.159,0.73,2.52,-1.35
0.101,-0.481,0.161,-0.651,9.000,-1.000,-41.000,-2.491,-0.875,0.846,0.85,2.83,-1.41
0.101,-0.442,0.255,-0.837,-1.000,-6.000,-45.000,-3.071,-0.891,-0.039,0.92,3.13,-1.39
0.101,-0.439,0.156,-0.831,-12.000,-12.000,-41.000,-2.443,-0.600,0.729,0.96,-2.79,-1.53
0.091,-0.431,-0.280,-0.857,-21.000,-10.000,-43.000,-1.734,-0.535,1.119,0.94,-2.49,-1.70
0.111,-0.399,-0.627,-0.936,-32.000,-12.000,-33.000,-2.037,-0.376,0.779,0.91,-2.19,-1.82
0.090,-0.338,-0.488,-0.582,-34.000,-16.000,-26.000,-1.716,0.134,0.603,0.87,-2.04,-1.83
0.101,-0.376,-0.539,-0.762,-41.000,-14.000,-19.000,-2.416,0.776,-0.175,0.86,-1.91,-1.70
0.101,-0.512,-0.459,-0.386,-43.000,-7.000,-7.000,-2.369,1.039,-2.107,1.04,-1.93,-1.40
0.101,-0.694,-0.750,-0.542,-40.000,3.000,-3.000,-0.239,0.508,-1.831,1.20,-2.20,-1.07
0.101,-0.671,-0.573,-0.550,-39.000,13.000,-11.000,0.462,-0.224,-1.606,1.33,-2.65,-0.66
0.101,-0.893,-0.776,-0.022,-35.000,18.000,-1.000,-1.037,-1.724,-2.008,1.48,1.91,1.18
0.101,-0.988,-0.736,-0.219,-30.000,22.000,-3.000,-1.235,-3.464,-0.247,1.24,0.45,2.78
0.102,-0.686,-0.519,-0.760,-29.000,17.000,-12.000,0.297,-2.808,0.077,0.98,0.24,3.00
0.100,-0.417,-0.604,-0.952,-29.000,12.000,-21.000,0.463,-1.739,0.448,0.83,0.11,3.11
0.100,-0.221,-0.414,-0.977,-32.000,3.000,-29.000,1.421,-1.993,0.800,0.65,-0.09,-3.07
0.101,-0.018,-0.286,-0.957,-23.000,-5.000,-31.000,1.783,-2.289,0.640,0.43,-0.28,-3.05
0.101,0.185,-0.070,-0.909,-14.000,-16.000,-31.000,2.479,-2.518,0.572,0.19,-0.53,-3.10
0.101,0.376,-0.045,-0.922,-7.000,-27.000,-36.000,2.389,-2.721,0.640,-0.07,-0.78,3.07
0.101,0.722,0.598,-0.555,4.000,-37.000,-27.000,2.455,-2.323,-0.492,-0.18,-1.07,2.86
0.100,0.750,0.342,-0.155,6.000,-44.000,-22.000,1.645,-2.230,-1.397,-0.15,-1.29,2.59
0.090,0.809,0.241,0.054,6.000,-45.000,-15.000,0.986,-1.488,-1.161,-0.10,-1.39,2.43
0.100,0.940,0.389,0.096,0.000,-51.000,-6.000,0.352,-1.390,-1.189,-0.02,-1.44,2.28
0.102,0.841,0.135,0.373,-5.000,-50.000,-3.000,0.611,-1.460,-1.553,0.11,-1.49,2.11
0.100,0.825,-0.048,0.410,-10.000,-47.000,0.000,0.703,-0.911,-1.395,0.23,-1.53,2.01
0.100,0.775,-0.357,0.434,-16.000,-46.000,-4.000,1.223,-0.228,-1.437,0.37,-1.64,1.99
0.101,0.812,-0.485,0.732,-19.000,-42.000,-1.000,1.810,0.266,-0.954,0.46,-1.84,2.03
